spearman_rho,kendall_tau,exact_rank_agreement,top_rank_agreement,reference_top,comparison_top,repetition,noise_seed
0.9746794344808963,0.9486832980505138,0,1,A1,A1,116,100157
0.9999999999999999,1.0,1,1,A1,A1,117,100158
0.39999999999999997,0.4,0,0,A1,A2,118,100159
0.9746794344808963,0.9486832980505138,0,1,A1,A1,119,100160
0.8207826816681234,0.7378647873726218,0,1,A1,A1,120,100161
0.9746794344808963,0.9486832980505138,0,1,A1,A1,121,100162
0.7,0.6,0,1,A1,A1,122,100163
0.39999999999999997,0.4,0,0,A1,A2,123,100164
0.8944271909999159,0.8366600265340756,0,1,A1,A1,124,100165
0.8207826816681234,0.7378647873726218,0,1,A1,A1,125,100166
-0.09999999999999999,0.0,0,0,A1,A3,126,100167
0.8207826816681234,0.7378647873726218,0,1,A1,A1,127,100168
0.8999999999999998,0.8,0,1,A1,A1,128,100169
0.30779350562554625,0.31622776601683794,0,0,A1,A2,129,100170
0.8944271909999159,0.8366600265340756,0,1,A1,A1,130,100171
0.9746794344808963,0.9486832980505138,0,1,A1,A1,131,100172
0.49999999999999994,0.4,0,0,A1,A4,132,100173
0.9746794344808963,0.9486832980505138,0,1,A1,A1,133,100174
0.9746794344808963,0.9486832980505138,0,1,A1,A1,134,100175
0.6,0.4,0,1,A1,A1,135,100176
0.9746794344808963,0.9486832980505138,0,1,A1,A1,136,100177
0.8720815992723809,0.7378647873726218,0,0,A1,A4,137,100178
0.8720815992723809,0.7378647873726218,0,1,A1,A1,138,100179
0.8944271909999159,0.8366600265340756,0,1,A1,A1,139,100180
0.8207826816681234,0.7378647873726218,0,1,A1,A1,140,100181
0.9746794344808963,0.9486832980505138,0,1,A1,A1,141,100182
0.9746794344808963,0.9486832980505138,0,1,A1,A1,142,100183
0.6668859288553503,0.5270462766947299,0,0,A1,A5,143,100184
0.9746794344808963,0.9486832980505138,0,1,A1,A1,144,100185
0.9746794344808963,0.9486832980505138,0,1,A1,A1,145,100186
0.9999999999999999,1.0,1,1,A1,A1,146,100187
0.6,0.4,0,1,A1,A1,147,100188
0.6,0.4,0,1,A1,A1,148,100189
0.9746794344808963,0.9486832980505138,0,1,A1,A1,149,100190
0.9746794344808963,0.9486832980505138,0,1,A1,A1,150,100191
0.6668859288553503,0.5270462766947299,0,0,A1,A5,151,100192
0.8999999999999998,0.8,0,1,A1,A1,152,100193
0.8999999999999998,0.8,0,0,A1,A4,153,100194
0.9999999999999999,1.0,1,1,A1,A1,154,100195
0.9746794344808963,0.9486832980505138,0,1,A1,A1,155,100196
0.8999999999999998,0.8,0,1,A1,A1,156,100197
0.8944271909999159,0.8366600265340756,0,1,A1,A1,157,100198
0.7,0.6,0,1,A1,A1,158,100199
0.8944271909999159,0.8366600265340756,0,1,A1,A1,159,100200
0.9746794344808963,0.9486832980505138,0,1,A1,A1,160,100201
0.49999999999999994,0.4,0,1,A1,A1,161,100202
0.9746794344808963,0.9486832980505138,0,1,A1,A1,162,100203
0.9746794344808963,0.9486832980505138,0,1,A1,A1,163,100204
0.7999999999999999,0.6,0,0,A1,A4,164,100205
0.6,0.4,0,1,A1,A1,165,100206
0.9746794344808963,0.9486832980505138,0,1,A1,A1,166,100207
0.39999999999999997,0.4,0,1,A1,A1,167,100208
0.7,0.6,0,1,A1,A1,168,100209
0.8720815992723809,0.7378647873726218,0,1,A1,A1,169,100210
0.7181848464596079,0.5270462766947299,0,0,A1,A4,170,100211
0.9999999999999999,1.0,1,1,A1,A1,171,100212
0.9746794344808963,0.9486832980505138,0,1,A1,A1,172,100213
0.6668859288553503,0.5270462766947299,0,0,A1,A5,173,100214
0.8999999999999998,0.8,0,1,A1,A1,174,100215
0.9746794344808963,0.9486832980505138,0,1,A1,A1,175,100216
0.8944271909999159,0.8366600265340756,0,1,A1,A1,176,100217
0.3,0.2,0,0,A1,A2,177,100218
0.9746794344808963,0.9486832980505138,0,1,A1,A1,178,100219
0.8944271909999159,0.8366600265340756,0,1,A1,A1,179,100220
0.9746794344808963,0.9486832980505138,0,1,A1,A1,180,100221
0.9999999999999999,1.0,1,1,A1,A1,181,100222
0.7,0.6,0,1,A1,A1,182,100223
0.7,0.6,0,1,A1,A1,183,100224
0.8944271909999159,0.8366600265340756,0,1,A1,A1,184,100225
0.6,0.4,0,1,A1,A1,185,100226
0.9746794344808963,0.9486832980505138,0,1,A1,A1,186,100227
0.9746794344808963,0.9486832980505138,0,1,A1,A1,187,100228
0.9999999999999999,1.0,1,1,A1,A1,188,100229
0.9746794344808963,0.9486832980505138,0,1,A1,A1,189,100230
0.5642880936468347,0.31622776601683794,0,0,A1,A5,190,100231
0.8944271909999159,0.8366600265340756,0,1,A1,A1,191,100232
0.9746794344808963,0.9486832980505138,0,1,A1,A1,192,100233
0.7,0.6,0,1,A1,A1,193,100234
0.19999999999999998,0.2,0,0,A1,A5,194,100235
0.6668859288553503,0.5270462766947299,0,0,A1,A5,195,100236
0.6155870112510925,0.5270462766947299,0,1,A1,A1,196,100237
0.9746794344808963,0.9486832980505138,0,1,A1,A1,197,100238
0.7,0.6,0,0,A1,A5,198,100239
0.39999999999999997,0.4,0,0,A1,A2,199,100240
0.9999999999999999,1.0,1,1,A1,A1,200,100241
0.8999999999999998,0.8,0,0,A1,A4,201,100242
0.9999999999999999,1.0,1,1,A1,A1,202,100243
0.0,0.2,0,0,A1,A3,203,100244
0.8720815992723809,0.7378647873726218,0,1,A1,A1,204,100245
0.6155870112510925,0.5270462766947299,0,1,A1,A1,205,100246
0.9746794344808963,0.9486832980505138,0,1,A1,A1,206,100247
0.9999999999999999,1.0,1,1,A1,A1,207,100248
0.8720815992723809,0.7378647873726218,0,0,A1,A4,208,100249
0.8944271909999159,0.8366600265340756,0,1,A1,A1,209,100250
0.7999999999999999,0.6,0,0,A1,A4,210,100251
0.9746794344808963,0.9486832980505138,0,1,A1,A1,211,100252
0.9999999999999999,1.0,1,1,A1,A1,212,100253
0.8720815992723809,0.7378647873726218,0,1,A1,A1,213,100254
0.9746794344808963,0.9486832980505138,0,1,A1,A1,214,100255
0.9746794344808963,0.9486832980505138,0,1,A1,A1,215,100256
0.39999999999999997,0.4,0,0,A1,A2,216,100257
0.19999999999999998,0.2,0,0,A1,A5,217,100258
0.8720815992723809,0.7378647873726218,0,1,A1,A1,218,100259
0.6668859288553503,0.5270462766947299,0,0,A1,A5,219,100260
0.7,0.6,0,1,A1,A1,220,100261
0.9746794344808963,0.9486832980505138,0,1,A1,A1,221,100262
0.8944271909999159,0.8366600265340756,0,1,A1,A1,222,100263
0.6,0.4,0,1,A1,A1,223,100264
0.8999999999999998,0.8,0,1,A1,A1,224,100265
0.9999999999999999,1.0,1,1,A1,A1,225,100266
0.19999999999999998,0.2,0,0,A1,A2,226,100267
0.39999999999999997,0.4,0,1,A1,A1,227,100268
0.7,0.6,0,1,A1,A1,228,100269
0.39999999999999997,0.4,0,0,A1,A2,229,100270
0.9746794344808963,0.9486832980505138,0,1,A1,A1,230,100271
0.8720815992723809,0.7378647873726218,0,1,A1,A1,231,100272
0.0,0.2,0,0,A1,A3,232,100273
0.8999999999999998,0.8,0,1,A1,A1,233,100274
0.7999999999999999,0.6,0,1,A1,A1,234,100275
0.9746794344808963,0.9486832980505138,0,1,A1,A1,235,100276
0.9746794344808963,0.9486832980505138,0,1,A1,A1,236,100277
0.9999999999999999,1.0,1,1,A1,A1,237,100278
0.9746794344808963,0.9486832980505138,0,1,A1,A1,238,100279
