spearman_rho,kendall_tau,exact_rank_agreement,top_rank_agreement,reference_top,comparison_top,repetition,noise_seed
0.9746794344808963,0.9486832980505138,0,1,A1,A1,239,100280
0.7,0.6,0,1,A1,A1,240,100281
0.7,0.6,0,0,A1,A4,241,100282
0.49999999999999994,0.4,0,1,A1,A1,242,100283
0.6155870112510925,0.5270462766947299,0,1,A1,A1,243,100284
0.9746794344808963,0.9486832980505138,0,1,A1,A1,244,100285
0.9746794344808963,0.9486832980505138,0,1,A1,A1,245,100286
0.8720815992723809,0.7378647873726218,0,1,A1,A1,246,100287
0.9746794344808963,0.9486832980505138,0,1,A1,A1,247,100288
0.9746794344808963,0.9486832980505138,0,1,A1,A1,248,100289
0.09999999999999999,0.0,0,0,A1,A2,249,100290
0.39999999999999997,0.4,0,0,A1,A2,250,100291
0.8207826816681234,0.7378647873726218,0,1,A1,A1,251,100292
0.6,0.4,0,0,A1,A5,252,100293
0.9746794344808963,0.9486832980505138,0,1,A1,A1,253,100294
0.9746794344808963,0.9486832980505138,0,1,A1,A1,254,100295
0.8999999999999998,0.8,0,1,A1,A1,255,100296
0.9999999999999999,1.0,1,1,A1,A1,256,100297
0.9746794344808963,0.9486832980505138,0,1,A1,A1,257,100298
0.6,0.4,0,1,A1,A1,258,100299
0.9746794344808963,0.9486832980505138,0,1,A1,A1,259,100300
0.9746794344808963,0.9486832980505138,0,1,A1,A1,260,100301
0.9746794344808963,0.9486832980505138,0,1,A1,A1,261,100302
0.5642880936468347,0.31622776601683794,0,0,A1,A5,262,100303
0.9999999999999999,1.0,1,1,A1,A1,263,100304
0.3,0.2,0,0,A1,A2,264,100305
0.8207826816681234,0.7378647873726218,0,1,A1,A1,265,100306
0.9999999999999999,1.0,1,1,A1,A1,266,100307
0.7,0.6,0,1,A1,A1,267,100308
0.39999999999999997,0.4,0,0,A1,A2,268,100309
0.8944271909999159,0.8366600265340756,0,1,A1,A1,269,100310
0.7,0.6,0,0,A1,A5,270,100311
0.8944271909999159,0.8366600265340756,0,1,A1,A1,271,100312
0.8720815992723809,0.7378647873726218,0,1,A1,A1,272,100313
0.6668859288553503,0.5270462766947299,0,0,A1,A5,273,100314
0.8999999999999998,0.8,0,1,A1,A1,274,100315
0.9746794344808963,0.9486832980505138,0,1,A1,A1,275,100316
0.8720815992723809,0.7378647873726218,0,1,A1,A1,276,100317
0.09999999999999999,0.0,0,0,A1,A2,277,100318
0.8944271909999159,0.8366600265340756,0,1,A1,A1,278,100319
0.9746794344808963,0.9486832980505138,0,1,A1,A1,279,100320
0.9746794344808963,0.9486832980505138,0,1,A1,A1,280,100321
0.9746794344808963,0.9486832980505138,0,1,A1,A1,281,100322
0.7,0.6,0,1,A1,A1,282,100323
0.7,0.6,0,1,A1,A1,283,100324
0.9746794344808963,0.9486832980505138,0,1,A1,A1,284,100325
0.9746794344808963,0.9486832980505138,0,1,A1,A1,285,100326
0.39999999999999997,0.4,0,0,A1,A2,286,100327
0.9746794344808963,0.9486832980505138,0,1,A1,A1,287,100328
0.6668859288553503,0.5270462766947299,0,1,A1,A1,288,100329
0.9746794344808963,0.9486832980505138,0,1,A1,A1,289,100330
0.39999999999999997,0.4,0,1,A1,A1,290,100331
0.9746794344808963,0.9486832980505138,0,1,A1,A1,291,100332
0.5642880936468347,0.31622776601683794,0,0,A1,A4,292,100333
0.8207826816681234,0.7378647873726218,0,1,A1,A1,293,100334
0.9746794344808963,0.9486832980505138,0,1,A1,A1,294,100335
0.9746794344808963,0.9486832980505138,0,1,A1,A1,295,100336
0.7,0.6,0,0,A1,A5,296,100337
0.9746794344808963,0.9486832980505138,0,1,A1,A1,297,100338
0.7826237921249264,0.5976143046671968,0,0,A1,A4,298,100339
0.7999999999999999,0.6,0,0,A1,A4,299,100340
0.9746794344808963,0.9486832980505138,0,1,A1,A1,300,100341
0.8999999999999998,0.8,0,1,A1,A1,301,100342
0.8207826816681234,0.7378647873726218,0,1,A1,A1,302,100343
0.6,0.4,0,1,A1,A1,303,100344
0.8944271909999159,0.8366600265340756,0,1,A1,A1,304,100345
0.35909242322980395,0.31622776601683794,0,1,A1,A1,305,100346
0.5642880936468347,0.31622776601683794,0,0,A1,A5,306,100347
0.6,0.4,0,1,A1,A1,307,100348
0.8720815992723809,0.7378647873726218,0,1,A1,A1,308,100349
0.7,0.6,0,1,A1,A1,309,100350
0.9999999999999999,1.0,1,1,A1,A1,310,100351
0.8999999999999998,0.8,0,1,A1,A1,311,100352
0.8720815992723809,0.7378647873726218,0,0,A1,A4,312,100353
0.8944271909999159,0.8366600265340756,0,1,A1,A1,313,100354
0.7,0.6,0,1,A1,A1,314,100355
0.6155870112510925,0.5270462766947299,0,1,A1,A1,315,100356
0.8720815992723809,0.7378647873726218,0,1,A1,A1,316,100357
0.9746794344808963,0.9486832980505138,0,1,A1,A1,317,100358
0.8720815992723809,0.7378647873726218,0,1,A1,A1,318,100359
0.8720815992723809,0.7378647873726218,0,1,A1,A1,319,100360
0.9999999999999999,1.0,1,1,A1,A1,320,100361
0.8207826816681234,0.7378647873726218,0,1,A1,A1,321,100362
0.9746794344808963,0.9486832980505138,0,1,A1,A1,322,100363
0.8207826816681234,0.7378647873726218,0,1,A1,A1,323,100364
0.8944271909999159,0.8366600265340756,0,1,A1,A1,324,100365
0.7,0.6,0,1,A1,A1,325,100366
0.0,0.2,0,0,A1,A3,326,100367
0.8720815992723809,0.7378647873726218,0,0,A1,A4,327,100368
0.8720815992723809,0.7378647873726218,0,1,A1,A1,328,100369
0.9999999999999999,1.0,1,1,A1,A1,329,100370
0.8207826816681234,0.7378647873726218,0,1,A1,A1,330,100371
0.9999999999999999,1.0,1,1,A1,A1,331,100372
0.9999999999999999,1.0,1,1,A1,A1,332,100373
0.9746794344808963,0.9486832980505138,0,1,A1,A1,333,100374
0.7999999999999999,0.6,0,0,A1,A4,334,100375
0.9999999999999999,1.0,1,1,A1,A1,335,100376
0.6,0.4,0,1,A1,A1,336,100377
0.8720815992723809,0.7378647873726218,0,0,A1,A4,337,100378
0.6,0.4,0,1,A1,A1,338,100379
0.7,0.6,0,1,A1,A1,339,100380
0.9746794344808963,0.9486832980505138,0,1,A1,A1,340,100381
0.8944271909999159,0.8366600265340756,0,1,A1,A1,341,100382
0.9746794344808963,0.9486832980505138,0,1,A1,A1,342,100383
0.7,0.6,0,0,A1,A5,343,100384
0.8999999999999998,0.8,0,1,A1,A1,344,100385
0.9999999999999999,1.0,1,1,A1,A1,345,100386
0.9746794344808963,0.9486832980505138,0,1,A1,A1,346,100387
0.9999999999999999,1.0,1,1,A1,A1,347,100388
0.9746794344808963,0.9486832980505138,0,1,A1,A1,348,100389
0.39999999999999997,0.4,0,0,A1,A2,349,100390
0.9746794344808963,0.9486832980505138,0,1,A1,A1,350,100391
0.6,0.4,0,1,A1,A1,351,100392
0.6,0.4,0,1,A1,A1,352,100393
0.9746794344808963,0.9486832980505138,0,1,A1,A1,353,100394
0.8944271909999159,0.8366600265340756,0,1,A1,A1,354,100395
0.8999999999999998,0.8,0,1,A1,A1,355,100396
0.8944271909999159,0.8366600265340756,0,1,A1,A1,356,100397
0.8944271909999159,0.8366600265340756,0,1,A1,A1,357,100398
0.6668859288553503,0.5270462766947299,0,0,A1,A5,358,100399
0.8720815992723809,0.7378647873726218,0,1,A1,A1,359,100400
0.49999999999999994,0.2,0,0,A1,A5,360,100401
0.9746794344808963,0.9486832980505138,0,1,A1,A1,361,100402
0.6155870112510925,0.5270462766947299,0,1,A1,A1,362,100403
0.8207826816681234,0.7378647873726218,0,1,A1,A1,363,100404
0.8720815992723809,0.7378647873726218,0,0,A1,A4,364,100405
0.9746794344808963,0.9486832980505138,0,1,A1,A1,365,100406
0.9746794344808963,0.9486832980505138,0,1,A1,A1,366,100407
0.8720815992723809,0.7378647873726218,0,1,A1,A1,367,100408
0.9746794344808963,0.9486832980505138,0,1,A1,A1,368,100409
0.7,0.6,0,1,A1,A1,369,100410
0.8207826816681234,0.7378647873726218,0,1,A1,A1,370,100411
0.9746794344808963,0.9486832980505138,0,1,A1,A1,371,100412
0.8999999999999998,0.8,0,0,A1,A4,372,100413
0.9746794344808963,0.9486832980505138,0,1,A1,A1,373,100414
0.9999999999999999,1.0,1,1,A1,A1,374,100415
0.9999999999999999,1.0,1,1,A1,A1,375,100416
0.8207826816681234,0.7378647873726218,0,1,A1,A1,376,100417
