spearman_rho,kendall_tau,exact_rank_agreement,top_rank_agreement,reference_top,comparison_top,repetition,assignment_seed,planning_horizon,weight_scheme
0.9746794344808963,0.9486832980505138,0,1,A1,A1,1,42,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A1,A1,1,42,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,1,42,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,1,42,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,125.0,equal
0.9999999999999999,1.0,1,1,A1,A1,1,42,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,150.0,equal
0.9999999999999999,1.0,1,1,A1,A1,1,42,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,1,42,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,2,43,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A3,A3,2,43,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,2,43,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,2,43,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,2,43,125.0,equal
0.9999999999999999,1.0,1,1,A3,A3,2,43,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,2,43,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,2,43,125.0,severity_heavy
0.6,0.4,0,1,A3,A3,2,43,150.0,equal
0.7,0.6,0,1,A3,A3,2,43,150.0,criticality_heavy
0.6,0.4,0,1,A3,A3,2,43,150.0,throughput_heavy
0.6,0.4,0,1,A3,A3,2,43,150.0,severity_heavy
0.8720815992723809,0.7378647873726218,0,1,A2,A2,3,44,100.0,equal
0.8720815992723809,0.7378647873726218,0,1,A2,A2,3,44,100.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,1,A2,A2,3,44,100.0,throughput_heavy
0.8720815992723809,0.7378647873726218,0,1,A2,A2,3,44,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,3,44,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,3,44,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,3,44,150.0,severity_heavy
0.8947368421052632,0.7777777777777778,0,0,A5,A4,4,45,100.0,equal
1.0,1.0,1,1,A5,A5,4,45,100.0,criticality_heavy
1.0,1.0,1,1,A5,A5,4,45,100.0,throughput_heavy
0.8947368421052632,0.7777777777777778,0,0,A5,A4,4,45,100.0,severity_heavy
1.0,1.0,1,1,A5,A5,4,45,125.0,equal
1.0,1.0,1,1,A5,A5,4,45,125.0,criticality_heavy
1.0,1.0,1,1,A5,A5,4,45,125.0,throughput_heavy
1.0,1.0,1,1,A5,A5,4,45,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,4,45,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A5,A5,4,45,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,4,45,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,4,45,150.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,100.0,equal
0.9999999999999999,1.0,1,1,A3,A3,5,46,100.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,100.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,125.0,equal
0.9999999999999999,1.0,1,1,A3,A3,5,46,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,150.0,equal
0.9999999999999999,1.0,1,1,A3,A3,5,46,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,5,46,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,6,47,100.0,equal
1.0,1.0,1,1,A3,A3,6,47,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,6,47,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,6,47,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,6,47,125.0,equal
1.0,1.0,1,1,A3,A3,6,47,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,6,47,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,6,47,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,6,47,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,6,47,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,6,47,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,6,47,150.0,severity_heavy
0.8720815992723809,0.7378647873726218,0,0,A2,A4,7,48,100.0,equal
0.8720815992723809,0.7378647873726218,0,0,A2,A4,7,48,100.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,0,A2,A4,7,48,100.0,throughput_heavy
0.8720815992723809,0.7378647873726218,0,0,A2,A4,7,48,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,7,48,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,7,48,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,7,48,150.0,severity_heavy
0.7181848464596079,0.5270462766947299,0,0,A2,A5,8,49,100.0,equal
0.7181848464596079,0.5270462766947299,0,0,A2,A5,8,49,100.0,criticality_heavy
0.7181848464596079,0.5270462766947299,0,0,A2,A5,8,49,100.0,throughput_heavy
0.7181848464596079,0.5270462766947299,0,0,A2,A5,8,49,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,8,49,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,8,49,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,8,49,150.0,severity_heavy
1.0,1.0,1,1,A4,A4,9,50,100.0,equal
1.0,1.0,1,1,A4,A4,9,50,100.0,criticality_heavy
1.0,1.0,1,1,A4,A4,9,50,100.0,throughput_heavy
1.0,1.0,1,1,A4,A4,9,50,100.0,severity_heavy
1.0,1.0,1,1,A4,A4,9,50,125.0,equal
1.0,1.0,1,1,A4,A4,9,50,125.0,criticality_heavy
1.0,1.0,1,1,A4,A4,9,50,125.0,throughput_heavy
1.0,1.0,1,1,A4,A4,9,50,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A4,A4,9,50,150.0,equal
0.8720815992723809,0.7378647873726218,0,0,A4,A5,9,50,150.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,0,A4,A5,9,50,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A4,A4,9,50,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,10,51,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A3,A3,10,51,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,10,51,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,10,51,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,125.0,equal
0.9999999999999999,1.0,1,1,A3,A3,10,51,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,150.0,equal
0.9999999999999999,1.0,1,1,A3,A3,10,51,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,10,51,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,11,52,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A1,A1,11,52,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,11,52,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,11,52,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,125.0,equal
0.9999999999999999,1.0,1,1,A1,A1,11,52,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,150.0,equal
0.9999999999999999,1.0,1,1,A1,A1,11,52,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,11,52,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A5,A5,12,53,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A5,A5,12,53,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A5,A5,12,53,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A5,A5,12,53,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A5,A5,12,53,125.0,equal
0.9999999999999999,1.0,1,1,A5,A5,12,53,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A5,A5,12,53,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A5,A5,12,53,125.0,severity_heavy
0.7,0.6,0,1,A5,A5,12,53,150.0,equal
0.7,0.6,0,1,A5,A5,12,53,150.0,criticality_heavy
0.7,0.6,0,1,A5,A5,12,53,150.0,throughput_heavy
0.7,0.6,0,1,A5,A5,12,53,150.0,severity_heavy
1.0,1.0,1,1,A2,A2,13,54,100.0,equal
1.0,1.0,1,1,A2,A2,13,54,100.0,criticality_heavy
1.0,1.0,1,1,A2,A2,13,54,100.0,throughput_heavy
1.0,1.0,1,1,A2,A2,13,54,100.0,severity_heavy
1.0,1.0,1,1,A2,A2,13,54,125.0,equal
1.0,1.0,1,1,A2,A2,13,54,125.0,criticality_heavy
1.0,1.0,1,1,A2,A2,13,54,125.0,throughput_heavy
1.0,1.0,1,1,A2,A2,13,54,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,13,54,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A2,A2,13,54,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,13,54,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,13,54,150.0,severity_heavy
1.0,1.0,1,1,A1,A1,14,55,100.0,equal
1.0,1.0,1,1,A1,A1,14,55,100.0,criticality_heavy
1.0,1.0,1,1,A1,A1,14,55,100.0,throughput_heavy
1.0,1.0,1,1,A1,A1,14,55,100.0,severity_heavy
1.0,1.0,1,1,A1,A1,14,55,125.0,equal
1.0,1.0,1,1,A1,A1,14,55,125.0,criticality_heavy
1.0,1.0,1,1,A1,A1,14,55,125.0,throughput_heavy
1.0,1.0,1,1,A1,A1,14,55,125.0,severity_heavy
0.8720815992723809,0.7378647873726218,0,1,A1,A1,14,55,150.0,equal
0.8720815992723809,0.7378647873726218,0,1,A1,A1,14,55,150.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,1,A1,A1,14,55,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A1,A1,14,55,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,15,56,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A1,A1,15,56,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,15,56,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A1,A1,15,56,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,125.0,equal
0.9999999999999999,1.0,1,1,A1,A1,15,56,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,150.0,equal
0.9999999999999999,1.0,1,1,A1,A1,15,56,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A1,A1,15,56,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,16,57,100.0,equal
1.0,1.0,1,1,A3,A3,16,57,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,16,57,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,16,57,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,16,57,125.0,equal
1.0,1.0,1,1,A3,A3,16,57,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,16,57,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,16,57,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,16,57,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,16,57,150.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,1,A3,A3,16,57,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,16,57,150.0,severity_heavy
1.0,1.0,1,1,A2,A2,17,58,100.0,equal
1.0,1.0,1,1,A2,A2,17,58,100.0,criticality_heavy
1.0,1.0,1,1,A2,A2,17,58,100.0,throughput_heavy
1.0,1.0,1,1,A2,A2,17,58,100.0,severity_heavy
1.0,1.0,1,1,A2,A2,17,58,125.0,equal
1.0,1.0,1,1,A2,A2,17,58,125.0,criticality_heavy
1.0,1.0,1,1,A2,A2,17,58,125.0,throughput_heavy
1.0,1.0,1,1,A2,A2,17,58,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,17,58,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A2,A2,17,58,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,17,58,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A2,A2,17,58,150.0,severity_heavy
1.0,1.0,1,1,A1,A1,18,59,100.0,equal
1.0,1.0,1,1,A1,A1,18,59,100.0,criticality_heavy
1.0,1.0,1,1,A1,A1,18,59,100.0,throughput_heavy
1.0,1.0,1,1,A1,A1,18,59,100.0,severity_heavy
1.0,1.0,1,1,A1,A1,18,59,125.0,equal
1.0,1.0,1,1,A1,A1,18,59,125.0,criticality_heavy
1.0,1.0,1,1,A1,A1,18,59,125.0,throughput_heavy
1.0,1.0,1,1,A1,A1,18,59,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A1,A1,18,59,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A1,A1,18,59,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A1,A1,18,59,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A1,A1,18,59,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,19,60,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A3,A3,19,60,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,19,60,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,19,60,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,19,60,125.0,equal
0.9999999999999999,1.0,1,1,A3,A3,19,60,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,19,60,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,19,60,125.0,severity_heavy
0.8999999999999998,0.8,0,1,A3,A3,19,60,150.0,equal
0.8999999999999998,0.8,0,1,A3,A3,19,60,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,19,60,150.0,throughput_heavy
0.8999999999999998,0.8,0,1,A3,A3,19,60,150.0,severity_heavy
1.0,1.0,1,1,A5,A5,20,61,100.0,equal
1.0,1.0,1,1,A5,A5,20,61,100.0,criticality_heavy
1.0,1.0,1,1,A5,A5,20,61,100.0,throughput_heavy
1.0,1.0,1,1,A5,A5,20,61,100.0,severity_heavy
1.0,1.0,1,1,A5,A5,20,61,125.0,equal
1.0,1.0,1,1,A5,A5,20,61,125.0,criticality_heavy
1.0,1.0,1,1,A5,A5,20,61,125.0,throughput_heavy
1.0,1.0,1,1,A5,A5,20,61,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,20,61,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A5,A5,20,61,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,20,61,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A5,A5,20,61,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,21,62,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A3,A3,21,62,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,21,62,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A3,A3,21,62,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A3,A3,21,62,125.0,equal
0.9999999999999999,1.0,1,1,A3,A3,21,62,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A3,A3,21,62,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A3,A3,21,62,125.0,severity_heavy
0.8999999999999998,0.8,0,1,A3,A3,21,62,150.0,equal
0.8999999999999998,0.8,0,1,A3,A3,21,62,150.0,criticality_heavy
0.8999999999999998,0.8,0,1,A3,A3,21,62,150.0,throughput_heavy
0.8999999999999998,0.8,0,1,A3,A3,21,62,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,22,63,100.0,equal
1.0,1.0,1,1,A3,A3,22,63,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,22,63,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,22,63,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,22,63,125.0,equal
1.0,1.0,1,1,A3,A3,22,63,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,22,63,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,22,63,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,22,63,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,22,63,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,22,63,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,22,63,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,23,64,100.0,equal
1.0,1.0,1,1,A3,A3,23,64,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,23,64,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,23,64,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,23,64,125.0,equal
1.0,1.0,1,1,A3,A3,23,64,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,23,64,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,23,64,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,23,64,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,23,64,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,23,64,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,23,64,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,24,65,100.0,equal
1.0,1.0,1,1,A3,A3,24,65,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,24,65,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,24,65,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,24,65,125.0,equal
1.0,1.0,1,1,A3,A3,24,65,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,24,65,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,24,65,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,24,65,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,24,65,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,24,65,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,24,65,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,25,66,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A2,A2,25,66,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,25,66,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,25,66,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,25,66,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,25,66,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,25,66,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,25,66,125.0,severity_heavy
0.8999999999999998,0.8,0,1,A2,A2,25,66,150.0,equal
0.8999999999999998,0.8,0,1,A2,A2,25,66,150.0,criticality_heavy
0.8999999999999998,0.8,0,1,A2,A2,25,66,150.0,throughput_heavy
0.8999999999999998,0.8,0,1,A2,A2,25,66,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,26,67,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A2,A2,26,67,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,26,67,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,26,67,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,26,67,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,26,67,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,26,67,150.0,severity_heavy
1.0,1.0,1,1,A3,A3,27,68,100.0,equal
1.0,1.0,1,1,A3,A3,27,68,100.0,criticality_heavy
1.0,1.0,1,1,A3,A3,27,68,100.0,throughput_heavy
1.0,1.0,1,1,A3,A3,27,68,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,27,68,125.0,equal
0.8947368421052632,0.7777777777777778,0,0,A3,A2,27,68,125.0,criticality_heavy
0.8947368421052632,0.7777777777777778,0,0,A3,A2,27,68,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,27,68,125.0,severity_heavy
0.8720815992723809,0.7378647873726218,0,0,A3,A2,27,68,150.0,equal
0.8720815992723809,0.7378647873726218,0,0,A3,A2,27,68,150.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,0,A3,A2,27,68,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,27,68,150.0,severity_heavy
1.0,1.0,1,1,A1,A1,28,69,100.0,equal
1.0,1.0,1,1,A1,A1,28,69,100.0,criticality_heavy
1.0,1.0,1,1,A1,A1,28,69,100.0,throughput_heavy
1.0,1.0,1,1,A1,A1,28,69,100.0,severity_heavy
1.0,1.0,1,1,A1,A1,28,69,125.0,equal
1.0,1.0,1,1,A1,A1,28,69,125.0,criticality_heavy
1.0,1.0,1,1,A1,A1,28,69,125.0,throughput_heavy
1.0,1.0,1,1,A1,A1,28,69,125.0,severity_heavy
0.8720815992723809,0.7378647873726218,0,1,A1,A1,28,69,150.0,equal
0.8720815992723809,0.7378647873726218,0,1,A1,A1,28,69,150.0,criticality_heavy
0.8720815992723809,0.7378647873726218,0,1,A1,A1,28,69,150.0,throughput_heavy
0.8720815992723809,0.7378647873726218,0,1,A1,A1,28,69,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,29,70,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A2,A2,29,70,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,29,70,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,29,70,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,29,70,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,29,70,150.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,150.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,29,70,150.0,severity_heavy
0.8947368421052632,0.7777777777777778,0,1,A3,A3,30,71,100.0,equal
0.8947368421052632,0.7777777777777778,0,1,A3,A3,30,71,100.0,criticality_heavy
0.8947368421052632,0.7777777777777778,0,1,A3,A3,30,71,100.0,throughput_heavy
0.8947368421052632,0.7777777777777778,0,1,A3,A3,30,71,100.0,severity_heavy
1.0,1.0,1,1,A3,A3,30,71,125.0,equal
1.0,1.0,1,1,A3,A3,30,71,125.0,criticality_heavy
1.0,1.0,1,1,A3,A3,30,71,125.0,throughput_heavy
1.0,1.0,1,1,A3,A3,30,71,125.0,severity_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,30,71,150.0,equal
0.9746794344808964,0.9486832980505138,0,1,A3,A3,30,71,150.0,criticality_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,30,71,150.0,throughput_heavy
0.9746794344808964,0.9486832980505138,0,1,A3,A3,30,71,150.0,severity_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,31,72,100.0,equal
0.9746794344808963,0.9486832980505138,0,1,A2,A2,31,72,100.0,criticality_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,31,72,100.0,throughput_heavy
0.9746794344808963,0.9486832980505138,0,1,A2,A2,31,72,100.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,31,72,125.0,equal
0.9999999999999999,1.0,1,1,A2,A2,31,72,125.0,criticality_heavy
0.9999999999999999,1.0,1,1,A2,A2,31,72,125.0,throughput_heavy
0.9999999999999999,1.0,1,1,A2,A2,31,72,125.0,severity_heavy
0.9999999999999999,1.0,1,1,A2,A2,31,72,150.0,equal
0.9999999999999999,1.0,1,1,A2,A2,31,72,150.0,criticality_heavy
